article_id,event,location_prediction,date_prediction,event_type
130,a beneficial strategic relationship the US will help us secure Afghanistan and the region long-term.India has not been engaging with Pakistan since an attack on the Air Force base at Pathankot in January of 2016.,['White House'],2016-01-01,attack
130,"Pakistan Prime Minister Imran Khan was accompanied by Army chief General Qamar Javed Bajwa, Inter-Services Intelligence (ISI) chief Lt Gen Faiz Hameed and foreign minister Shah Mehmood Qureshi, among others.Early this year, tensions flared up between India after a suicide bomber from Pulwama killed at least 40 CRPF personnel in south Kashmir's Pulwama district.The Indian Air Force carried out an operation in Balakot on February 26.","['Kashmir', 'Balakot']",2019-02-26,attack
130,"The next day, Pakistan Air Force retaliated and downed a MiG-21 in an aerial combat and captured Indian pilot, who was handed over to India on March 1.","['Kashmir', 'Balakot']",2019-03-01,attack
131,BUDGAM: Nineteenth batch of Hajj pilgrims (338 male and 270 female) on Monday left for Saudi Arabia in four Spice Jet Flights from Srinagar International Airport.,"['International Airport', 'BUDGAM']",2019-07-22,off
131,"Nineteenth batch of Hajj pilgrims (338 male and 270 female) were seen off at Srinagar International Airport by District Administration Budgam, Hajj Committee officers/officials and other concerned.",['International Airport'],2019-07-22,off
132,"BJP State Spokesperson on Kashmir Affairs, Ashwani Kumar Chrungoo, said that the recent declaration of the Government that the number of the over ground workers is much higher than active militants in the state is a serious issue.",[''],2019-07-23,threat
132,"“In fact, the presence of the OGWs is a perpetual security threat not only to the state but also to the society at large.",[''],2019-07-23,threat
132,The data prepared by the State Crime Record Bureau reveals that there is a ration of 1 to 20 between militants and OGW.,[''],2019-07-23,threat
132,"As long as the OGWs enjoy freedom to act and work behind the scene, militancy will survive and thrive, though slowly and steadily,” BJP State Spokesperson on Kashmir Affairs, Ashwani Kumar Chrungoo said in a statement.",[''],2019-07-23,threat
133,STATE TIMES NEWS JAMMU: A scooty rider was killed in a mishap in Gangyal on Monday.,['Gangyal'],2019-07-23,hit
133,"As per the details, A scooty rider A scooty rider's was hit by a vehicle as a result A scooty rider got injured.",['Gangyal'],2019-07-23,hit
133,A scooty rider was shifted to hospital where [&#8230;],['Gangyal'],2019-07-23,hit
134,"""I would like to categorically state that no such request has been made by the prime minister himself to US President Donald Trump's,"" External Affairs Minister S Jaishankar said.External Affairs Minister S Jaishankar said it has been the consistent position of the government that all outstanding issues with Pakistan can be discussed only bilaterally.",[''],2019-07-23,engagement
134,"Saugata Roy (TMC) also rejected any clarification the prime minister himself on the issue.AIADMK's T R Baalu said since the issue involved the PM, the prime minister himself should personally make a statement in Parliament.When the prime minister himself rose to make a statement, a statement was drowned in protest by the opposition in Parliament.the opposition in Parliament then walked out of proceedings.Home Minister Amit Shah requested the Speaker to allow the prime minister himself to repeat a statement as it was essential that people hear the prime minister himself clearly.Amid the ruckus in Parliament, the Speaker said the issue was a serious issue and there should not be any politics over the issue.Parliamentary Affairs Minister Pralhad Joshi said Opposition members were trying to belittle the image of the government.",[''],2019-07-23,engagement
135,"After US President Donald Trump's remarks about mediation on Kashmir, the State Department on Tuesday said it was a ""bilateral"" issue between India and Pakistan, and the US ""welcomes"" India and Pakistan ""sitting down"" for talks while the US was ready to assist.",['Kashmir'],2019-07-23,down
135,"the State Department also said Pakistan taking ""sustained and irreversible"" steps against militancy is key to a successful dialogue with India.",['Kashmir'],2019-07-23,down
136,SRINAGAR — The Hurriyat Conference led by Mirwaiz Umar Farooq Tuesday welcomed US president Donald Trump's offer of mediation between Indian and Pakistan for resolution of Kashmir issue.,['Kashmir'],2019-07-23,conflict
136,"""People of Kashmir, being the most affected party in the conflict, have always strongly advocated resolution through dialogue at all levels and among Indian and PakistanPakistan.",['Kashmir'],2019-07-23,conflict
136,"Every effort and push in that direction is welcome,"" The Hurriyat Conference led by Mirwaiz Umar Farooq said in a statement.US president Donald Trump's claimed during US president Donald Trump's's meeting with Pakistan premier Imran Khan that Prime Minister Narendra Modi had requested US president Donald Trump's to mediate on Kashmir issue.The Ministry of External Affairs rejected US president Donald Trump's's remarks, saying it has been Indian's consistent position that all outstanding issues with Pakistan are discussed only bilaterally.",['Kashmir'],2019-07-23,conflict
136,"The Hurriyat Conference led by Mirwaiz Umar Farooq said that Kashmir issue is a political one and humanitarian concern, ""lingering for the past seven decades and needs to be resolved keeping both these concerns in view urgently"".The Hurriyat Conference led by Mirwaiz Umar Farooq said The Hurriyat Conference led by Mirwaiz Umar Farooq will put to end decades-long political uncertainty, perpetual strife and endless pain and miseries for the people of the region.The Hurriyat Conference led by Mirwaiz Umar Farooq said The Hurriyat Conference led by Mirwaiz Umar Farooq seek a peaceful resolution of Kashmir issue and that US and all other nations can play a role in asking Indian and Pakistan Pakistan to talk ""and resolve Kashmir issue once for all"".",['Kashmir'],2019-07-23,conflict
136,(PTI),['Kashmir'],2019-07-23,conflict
137,"WASHINGTON — Pakistan Prime Minister Imran Khan on Tuesday said that Pakistan Prime Minister Imran Khan was ""surprised"" by India's reaction to US President Donald Trump's offer of mediation for resolving the Kashmir issue which, according to Pakistan Prime Minister Imran Khan, has held the subcontinent hostage for 70 years.",['Kashmir'],2019-07-23,conflict
137,"""Surprised by reaction of India's to US President Donald Trump's offer of mediation for resolving the Kashmir issue which, according to him, has held the subcontinent hostage for 70 yearsthe Kashmir issue which, according to him, has held the subcontinent hostage for 70 yearsthe subcontinent ,"" Pakistan Prime Minister Imran Khan, tweeted at the end of Pakistan Prime Minister Imran Khan's maiden trip to the US.",['Kashmir'],2019-07-23,conflict
138,"SRINAGAR — The Divisional Commissioner on Tuesday directed concerned officers to divert all trucks, loaded with mutton and poultry supplies from Jammu to the Valley through Mughal Road so that the adequate stocks are maintained for the ongoing marriage season and upcoming Eid-ul-Zuha festival in Kashmir Division.divert has been taken due to “frequent landslides and erratic weather conditions” on Mughal Road, an official statement said here.","['Kashmir', 'Mughal Road']",2019-07-23,hassle
139,SRINAGAR — The Jammu and Kashmir High Court on Tuesday asked state government to provide details within two days regarding measures taken for empowering visually impaired persons including those blinded by the shotgun fire in SRINAGAR.,[''],2019-07-23,fire
139,"During the hearing of a Public interest litigation before a division bench of the high court, additional advocate general B.",[''],2019-07-23,fire
139,"A. Dar was directed to place before The Jammu and Kashmir High Court within two days the facilities which are available within SRINAGAR to ensure inclusiveness to and measures for empowering visually impaired persons in SRINAGAR.“Visualised impaired persons in SRINAGAR include who have been blinded and have suffered injuries by use of pellet guns but also others who have suffered visual impairment for any reason.”The directions comes day after the high court asked The Jammu and Kashmir High Court Jammu to decide within six weeks on a plea seeking a ban on the use of pump action guns to control protestors.A bench of the high court, led by Chief Justice of India Ranjan Gogoi, took note of a letter dated July 4, by the Registrar General of the high court before issuing directed.",[''],2019-07-23,fire
139,"“We request a division bench of the high court to expeditiously decide a plea seeking a ban on the use of pump action guns to control protestors and pass order preferably within six weeks,” A bench of the Supreme Court, led by Chief Justice of India Ranjan Gogoi, said.The Jammu and Kashmir Bar Association had filed a petition before the high court in 2016 seeking a ban on the use of pump action guns.",[''],2016-01-01,fire
139,"On September 22 last year, the high court rejected a plea seeking a ban on the use of pump action guns to control protestors in an interim order.",[''],2016-01-01,fire
139,"the high court had said that the Centre has already constituted an expert committee for exploring alternatives to pump action guns.Eight months ago, on January 18, the high court had said that the high court would wait for the outcome of a petition.",[''],2019-01-18,fire
139,"After the high court turned down a petition, The Jammu and Kashmir Bar Association approached the high court.",[''],2019-01-18,fire
139,The Jammu and Kashmir Bar Association contended that the high court should have waited or called for the report of an expert committee for exploring alternatives to these weapons before passing the high court's judgement.,[''],2019-01-18,fire
140,"STATE TIMES NEWS New Delhi: Twenty-four seats of the Jammu and Kashmir Assembly are vacant as Twenty-four seats of the Jammu and Kashmir Assembly fall under Pakistan-occupied Kashmir and will not be taken into account for reckoning the total strength of the Jammu and Kashmir Assembly, Minister of State for Home G Kishan Reddy said on Tuesday.","['Kashmir', 'Kashmir Assembly']",2019-07-23,fall
140,According to section 47 of the Constitution of [&#8230;],"['Kashmir', 'Kashmir Assembly']",2019-07-23,fall
141,SRINAGAR — The paramedical staff of tertiary care hospitals under the banner of Jammu and Kashmir Medical Employees Federation on Saturday announced two-day strike from Monday to press for The paramedical staff of tertiary care hospitals's demands.,[''],2019-07-20,strike
141,A senior leader of Jammu and Kashmir Medical Employees Federation told a local news agency that thousands of paramedics of GMC and associated hospitals who were appointed since 2011 under SRO 384 on academic arrangements are working tirelessly without any break since 2011.,[''],2011-01-01,strike
141,A senior leader of the federation said Jammu and Kashmir Medical Employees Federation has decided to go on two-day hunger strike from July 22.,[''],2019-07-22,strike
141,The paramedical staff of tertiary care hospitals demand regularization of The paramedical staff of tertiary care hospitals's services.,[''],2019-07-22,strike
141,"“The paramedical staff of tertiary care hospitals decided to go on strike against the government for not addressing The paramedical staff of tertiary care hospitals's genuine demands which include framing of regularization policy,” A senior leader of the federation said adding that most of The paramedical staff of tertiary care hospitals are over aged now and cannot apply for fresh posts if referred to SSRB.",[''],2019-07-20,strike
141,"“The already existing tertiary care hospitals are backbone of our society like LD which is lone maternity hospital, SMHS hospital, GB Panth hospital, Chest Disease hospital and Bone and Joint Hospital Barzulla.",['Joint Hospital Barzulla'],2019-07-20,strike
141,"All doctors have been studying in The already existing tertiary care hospitals and despite all that the government has not fulfilled the government's genuine demands and is unmoved,” A senior leader of the federation said.",['Joint Hospital Barzulla'],2019-07-20,strike
141,Among their demands include non-regularization of the academic arrangement employees even after nine years of service; non-regularization of HDF and SDF hospital staff; non repealing of SRO 384; and non-enhancement of salary of HDF and SDF staff.,['Joint Hospital Barzulla'],2019-07-20,strike
141,"Jammu and Kashmir Medical Employees Federation has warned that if the government failed to meet Jammu and Kashmir Medical Employees Federation's demands until July 23, Jammu and Kashmir Medical Employees Federation will intensify the stir the sole responsibility of will lie on the government.",['Kashmir Medical Employees Federation'],2019-07-23,strike
141,"According to officials, if The paramedical staff of tertiary care hospitals to go on strike, the patient care will be hit badly in The already existing tertiary care hospitals.",['Kashmir Medical Employees Federation'],2019-07-23,strike
142,SRINAGAR: Journalists gathered on Saturday to hold a protest demonstration at the Kashmir Press Club against a baseless and misleading report published by The Times of India (ToI) on Friday.,[''],2019-07-20,protest
142,Journalists from both national and regional media vociferously condemned a baseless and misleading report published by The Times of India (ToI) on FridayJournalists from both national and regional media .,[''],2019-07-20,protest
142,In unanimous voice [&#8230;],[''],2019-07-20,protest
143,"Jammu: Some PDP members, including former MLC Firdous Tak, have been booked for allegedly instigating people against the village defence committees (VDCs), officials said on Saturday.",[''],2019-07-21,protest
143,"booked comes after workers of PDP, led by former MLC Firdous Tak, held a protest near a mosque in Kishtwar on Friday against the reported plans of [&#8230;]",[''],2019-07-21,protest
144,SRINAGAR: A house was gutted in a fire incident in Baramulla on Sunday afternoon.,"['Baramulla, Baramula, JAMMU & KASHMIR']",2019-07-21,fire
144,Sources said that A house was gutted in a fire incident in Baramulla on Sunday afternoonSunday afternoon.,"['Baramulla, Baramula, JAMMU & KASHMIR']",2019-07-21,fire
144,Sources said that fire tenders and locals dose the flames however fire tenders and locals could not save A house,"['Baramulla, Baramula, JAMMU & KASHMIR']",2019-07-21,fire
145,SRINAGAR: The death of a pregnant woman allegedly due to negligence of the doctors at Maternity and child Care hospital (MCH) Anantnag triggered off protests on Sunday even as hospital authorities have ordered an inquiry into the incident.,[''],2019-07-21,off
145,Reports reaching GNS said that family of a pregnant woman joined by locals staged a protest inside the [&#8230;],[''],2019-07-21,off
146,"SRINAGAR — In a statement likely to give way to a controversy, Jammu and Kashmir Governor Satya Pal Malik Sunday asked militants to stop killing ""innocent people"", including security personnel, and rather target ""those who have looted the wealth of Kashmir for years"".",['Kashmir'],2019-07-21,killing
146,"""These boys who have picked up guns are killing ""These boys who have picked up guns's own people, ""These boys who have picked up guns are killing PSOs (personal security officer) and SPOs (special police officers).",['Kashmir'],2019-07-21,killing
146,"Why are militants killing ""innocent people"", including security personnel?",['Kashmir'],2019-07-21,killing
146,"Kill those who have looted the wealth of Kashmir for years""the wealth of Kashmir.",['Kashmir'],2019-07-21,killing
146,"Have militants killed any of those who have looted the wealth of Kashmir for years""?""",['Kashmir'],2019-07-21,killing
146,"Kashmir Governor Satya Pal Malik asked, speaking at a tourism function in Kargil of Ladakh region.However, Kashmir Governor Satya Pal Malik was quick to add that guns could never be the solution and cited the example of LTTE in Sri Lanka.","['Ladakh', 'Kashmir']",2019-07-21,killing
146,"""The government of India will never go down before a gun,"" Kashmir Governor Satya Pal Malik said, asking militants to not take the route of violence.Taking a veiled dig at mainstream politicians, Kashmir Governor Satya Pal Malik said these leaders talk a different language in Delhi and different one in Kashmir.",['Kashmir'],2019-07-21,killing
146,"""They should speak in one language at both places and need not scare us,"" Kashmir Governor Satya Pal Malik said.Kashmir Governor Satya Pal Malik was speaking at the inauguration of Kargil Ladakh Tourism Festival-2019 at Khree Sultan Cho Sports Stadium Kargil.Kashmir Governor Satya Pal Malik said the twin districts of Kargil and Leh have huge tourism potential and said more such tourism festivals were needed.Kashmir Governor Satya Pal Malik said the Kargil Airport's expansion work will begin soon and that Rs 200 crore has been sanctioned for the Kargil Airport's expansion work.","['Khree', 'Ladakh', 'Cho Sports Stadium Kargil.Kashmir', 'Kashmir', 'Airport']",2019-07-21,killing
146,"the Kargil Airport's will not only provide round-the-year connectivity but also give a new dimension to the tourism sector in the region, Kashmir Governor Satya Pal Malik said.Kashmir Governor Satya Pal Malik said the state administration is committed for the holistic development of Ladakh region and concrete measures were being pursued towards the holistic development of Ladakh division.The government is taking strict measures to bring transparency in the system and removing various bottlenecks in the path of progress, Kashmir Governor Satya Pal Malik added.On the occasion, Kashmir Governor Satya Pal Malik announced the establishment of two degree colleges in Kargil, including a Women's Degree College.Kashmir Governor Satya Pal Malik said a 2,500-MW solar power project will be set up soon, augmenting the power generation in Kargil.","['Ladakh', 'Kashmir', 'Airport']",2019-07-21,killing
147,At least nine people were killed and 30 others injured in a gun attack on a police checkpost and a subsequent suicide blast in Pakistan&#8217;s Dera Ismail Khan on Sunday.,[''],2019-07-22,attack
147,"So far, six policemen and three civilians have been slain in a gun attack on a police checkpost and a subsequent suicide blast in Pakistan&#8217;s Dera Ismail Khan on Sunday.",[''],2019-07-22,attack
147,Two policemen were killed on the spot as terrorists attacked [&#8230;],[''],2019-07-22,attack
148,Srinagar: Jammu and Kashmir Governor Satya Pal Malik on Monday said that Jammu and Kashmir Governor Satya Pal Malik should not have made the statement over corruption in Kashmir asking militants to gun down those who looted militants's state and country rather than attacking the security forces.,['Kashmir'],2019-07-22,down
148,"“As Governor, Jammu and Kashmir Governor Satya Pal Malik should have not made such a comment, but Jammu and Kashmir Governor Satya Pal Malik's personal feeling [&#8230;]",['Kashmir'],2019-07-22,down
149,LONDON — The release Sunday of an audio recording has shed new light on the seizure of a British-flagged tanker at the hands of Iran’s Revolutionary Guard as tensions flare in the strategic Strait of Hormuz.an audio recording shows that a British frigate was too far away from a British-flagged tanker to keep a British-flagged tanker from being diverted into an Iranian port despite UK efforts to keep a British-flagged tanker from being boarded.,[''],2019-07-22,violate
149,Officials have said a military response is extremely unlikely and Iran’s has taken steps to bolster Iran’s's diplomatic efforts.the seizure of a British-flagged tanker at the hands of Iran’s Revolutionary Guard as tensions flare in the strategic Strait of Hormuz comes at a ticklish time for Iran’s.,['Strait of Hormuz'],2019-07-22,violate
149,"The two contenders for the job are front-runner Boris Johnson and sanctionsBritish Foreign Secretary Jeremy Hunt.British officials say British officials have no good military options, especially because a British-flagged tanker is in a secure Iranian port with a heavy military presence.",['Strait of Hormuz'],2019-07-22,violate
149,Defence minister Tobias Ellwood on Sunday reiterated calls for a tamping down of tensions.,['Strait of Hormuz'],2019-07-22,violate
149,"“Well, firstly we need to try and de-escalate this,” Defence minister Tobias Ellwood told Sky News.",['Strait of Hormuz'],2019-07-22,violate
149,"“A new wave of extreme one-sided adventurism from the US is the main theme and the challenge that we all face in one way or another,” Iran’s Foreign Minister Mohammad Javad Zarif said.",['Strait of Hormuz'],2019-07-22,violate
149,"“A new wave of extreme one-sided adventurism from the United States’s threatening peace and stability all around the world’s in different ways.”At the same time, Iran’s is gaining support among Iran’s's traditional European allies.",['Strait of Hormuz'],2019-07-22,violate
149,Germany’s foreign minister warned Iran’s that Iran’s's seizure of commercial vessels is contributing to an “escalation spiral” that could lead to war.Germany’s foreign minister was quoted Sunday in the Bild newspaper as saying the seizure of a British-flagged tanker at the hands of Iran’s Revolutionary Guard as tensions flare in the strategic Strait of Hormuz and the temporary detention of another has made the situation in the Gulf “a lot more serious and dangerous than the situation in the Gulf has been.” Germany’s foreign minister said European efforts are focused on keeping diplomatic channels open with “voices of reason” despite the challenges involved.,"['Gulf', 'Strait of Hormuz']",2019-07-22,violate
149,"“keeping is about preventing war,” Germany’s foreign minister said.","['Gulf', 'Strait of Hormuz']",2019-07-22,violate
150,Budgam: The residents of Galwanpora village in central Kashmir&#8217;s Budgam Monday held a massive protest demonstration outside the Superintendent of Police&#8217;s office against the rampant “drug trafficking” in Galwanpora village in central Kashmir&#8217;s Budgam.,"['Galwanpora', 'Budgam, Badgam, JAMMU & KASHMIR', 'Kashmir']",2019-07-22,protest
150,The residents of Galwanpora village in central Kashmir&#8217;s Budgam assembled outside the Superintendent of Police&#8217;s office Budgam demanding stern action against the drug peddlers.,"['Budgam, Badgam, JAMMU & KASHMIR', 'Kashmir', 'Galwanpora']",2019-07-22,protest
150,A protestor said that the drug menace has spread in [&#8230;],"['Budgam, Badgam, JAMMU & KASHMIR', 'Kashmir', 'Galwanpora']",2019-07-22,protest
151,"On his visit to Kargil War Memorial in Drass sector on Saturday, hisonce again  said that the resolution of Kashmir issue is on the cards and that “no power on the earth can stop the resolution of Kashmir issue”.","['Kashmir', 'Memorial']",2019-07-22,approach
151,"As usual, his gave no details about the resolution of Kashmir issue.",['Kashmir'],2019-07-22,approach
151,"In past, however, his has made it clear that the resolution of Kashmir issue won't allow any compromise over the territorial integrity  of India, an iteration of the longstanding Government of India position which one could as well have taken for granted.But what is the resolution of Kashmir issueKashmir ?",['Kashmir'],2019-07-22,approach
151,"said has, however, generated a simultaneous interest and anxiety in Kashmir.",['Kashmir'],2019-07-22,approach
151,"There is interest as the BJP with the BJP's  integrationist agenda on Kashmir is talking about a permanent solution, which is seen as an indirect acknowledgement of a  problem in Kashmir, something the BJP normally denies exists.",['Kashmir'],2019-07-22,approach
151,And there is anxiety as no one is sure about the BJP intention to adopt a political approach towards the turmoil in Kashmir and work towards a political resolution.,['Kashmir'],2019-07-22,approach
151,And understandably so.,['Kashmir'],2019-07-22,approach
151,"In the BJP's last term in the government,  there was  no political outreach towards Kashmir.",['Kashmir'],2019-07-22,approach
151,Government response was  invariably militaristic in nature.,['Kashmir'],2019-07-22,approach
151,So what is his really talking about?,['Kashmir'],2019-07-22,approach
151,"Is his talking about a resolution in a matter-of-fact manner, meaning nothing more than a stabilization of the situation?",['Kashmir'],2019-07-22,approach
151,"a resolution in a matter-of-fact manner, meaning nothing more than a stabilization of the situation could mean tougher security measures to quell the protests and the stone throwing.",['Kashmir'],2019-07-22,approach
151,A scorched earth policy to crush the militancy.,['Kashmir'],2019-07-22,approach
151,A plan perhaps to  eliminate the active local and foreign militants over a specific period of time.,['Kashmir'],2019-07-22,approach
151,Stronger action against the alleged sources of militant funding.,['Kashmir'],2019-07-22,approach
151,"And backing a resolution in a matter-of-fact manner, meaning nothing more than a stabilization of the situation up with an unyielding political stance.Considering there has been a conspicuous toughening of the security measures in the Valley over the past five years, one could very well see a conspicuous toughening of the security measures in the Valley over the past five years as part of the alleged plan for permanent resolution.",['Kashmir'],2019-07-22,approach
151,"But the truth is even if the centre to a significant extent achieves the centre's ambitious security objectives in the Valley within a specific timeframe, it would make little redeeming difference to the state of affairs.",['Kashmir'],2019-07-22,approach
151,It won’t be long before the situation lapses into uncertainty.But we can hardly presume that New Delhi won’t be aware of be.,['Kashmir'],2019-07-22,approach
151,"Hence a  solution will call for something more, for example, an initiative or a plan which if carried to a logical conclusion has a game-changing potential  in security, political or legal terms.",['Kashmir'],2019-07-22,approach
151,One such anticipated measure and which has been a source of deep paranoia in Kashmir is the centre attempt to revoke or dilute J&K remaining constitutional safeguards to achieve    integration of Kashmir into India.,['Kashmir'],2019-07-22,approach
151,Many people even speculate about a bid  to undo the Article 370 or one of the Article 370's critical features like the Article 35A that protects J&K's state subject laws whereby outsiders can’t become Kashmir's citizens.,['Kashmir'],2019-07-22,approach
151,Or is there any political roadmap up the centre's sleeve?,['Kashmir'],2019-07-22,approach
151,One can’t really say.,['Kashmir'],2019-07-22,approach
151,"So far the BJP under the Prime Minister Narenda Modi has given little indication that the BJP under the Prime Minister Narenda Modi even considers Kashmir an issue that needs a political settlement and has chosen to treat the unrest in Kashmir as a law and order issue to be quelled by the use of force and the development.But not long in the past,  the BJP under the Prime Minister Narenda Modi was working towards a bilateral solution with Pakistan along Musharraf’s four point formula.",['Kashmir'],2019-07-22,approach
151,It was the former Prime Minister Atal Bihari Vajpayee who had begun the promising negotiations with Musharraf’s which were later followed up by the former Prime Minister Manmohan Singh.,['Kashmir'],2019-07-22,approach
151,"The process had nearly culminated into a Kashmir solution by the end of 2007 when Musharraf’s's sudden loss of power and later on the Mumbai attacks  aborted a Kashmir solution.However, there is a lot that has happened since.",['Kashmir'],2007-01-01,approach
151,The dynamics that had made the engagement possible then no longer obtain.,['Kashmir'],2007-01-01,approach
151,Several new factors are at play in the regional geo-politics and in the relations between the two countries that have made it increasingly difficult to resume the peace process.But one hopes that the resolution of Kashmir issue is essentially  political in nature.,['Kashmir'],2007-01-01,approach
151,the resolution of Kashmir issue should address the factors that have not only tipped Kashmir into a perpetual turmoil but also bedeviled the peace and prosperity in the larger South Asian region.,['Kashmir'],2007-01-01,approach
152,"SRINAGAR — The paramedical staff of seven hospitals here under the banner of Jammu and Kashmir Medical Employees Federation Monday started a two-day hunger strike to press for The paramedical staff of seven hospitals here's demands, particularly regularization of The paramedical staff of seven hospitals here's services.",['Kashmir Medical Employees Federation'],2019-07-22,strike
152,Reports said that a two-day hunger strike was held in Government Medical College Park and patient care was badly hit in the associated hospitals of GMC.,['Government Medical'],2019-07-22,strike
152,"As per officials, even vital sections of the associated hospitals of GMC are being run by class-IV employees despite the fact class-IV employees are not qualified people to do the job of technologists, pharmacists etc and put the lives of people at risk.",['Government Medical'],2019-07-22,strike
152,"Similarly in other cadres like nursing, pharmacy, general laboratories, radiology etc patient care was hit, officials said.",['Government Medical'],2019-07-22,strike
152,"“Out of around 87 people in the Anesthesia and Critical Care Medicine, almost 80 people are working on academic arrangement basis and only 7 are confirmed and due to this large number of surgical procedures have been delayed as Anesthesia Department is the backbone of the associated hospitals of GMC,” sources said.",['Government Medical'],2019-07-22,strike
152,Some officials in Anesthesia Department confirmed that it was a matter of serious concern that the associated hospitals of GMC are run on adhocism.,['Government Medical'],2019-07-22,strike
152,A senior leader of Jammu and Kashmir Medical Employees Federation said that thousands of paramedics of GMC and associated hospitals who were appointed since 2011 under SRO 384 on academic arrangements are working tirelessly without any break since 2011.,['Government Medical'],2011-01-01,strike
152,A senior leader of the Federation said Jammu and Kashmir Medical Employees Federation decided to go on a two-day hunger strike for regularization of services.,['Kashmir Medical Employees Federation'],2011-01-01,strike
152,"“Jammu and Kashmir Medical Employees Federation decided to go on strike against the government’s indifference to address Jammu and Kashmir Medical Employees Federation's genuine demands which include framing of regularization policy,” A senior leader of the Federation said adding that most of The paramedical staff of seven hospitals here are over aged now and cannot apply for fresh posts if referred to SSRB.",['Kashmir Medical Employees Federation'],2019-07-22,strike
152,"“These hospitals like LD which is lone maternity hospital, SMHS hospital, GB Panth hospital, Chest Disease hospital and Bone and Joint Hospital Barzulla are important part of the Valley’s healthcare.",['Joint Hospital Barzulla'],2019-07-22,strike
152,"the government’s should Jammu and Kashmir Medical Employees Federation's genuine demands sans any further delay,” A senior leader of the Federation said.",['Joint Hospital Barzulla'],2019-07-22,strike
152,our genuine demands include regularization of the academic arrangement employees who have not been regularized even after nine years of service; regularization of HDF and SDF hospital staff; repealing of SRO 384; and enhancement of salary of HDF and SDF staff.,['Joint Hospital Barzulla'],2019-07-22,strike
152,"Jammu and Kashmir Medical Employees Federation has warned that if the government’s failed to meet Jammu and Kashmir Medical Employees Federation's demands until July 23, Jammu and Kashmir Medical Employees Federation will intensify the stir and the entire responsibility shall lie on the government’s.",['Kashmir Medical Employees Federation'],2019-07-23,strike
152,– GNSStrike in Anantnag maternity hospital over alleged ‘manhandling’ Doctors and other medical staff on Monday observed a day-long strike at Anantnag maternity hospital over alleged ‘manhandling’ .,['Kashmir Medical Employees Federation'],2019-07-23,strike
152,"Reports said that The paramedical staff of seven hospitals here held a protest demonstration in the hospital premises, seeking immediate redressal of The paramedical staff of seven hospitals here's grievances, besides asked Principal Government College Anantnag to recommend security cover for The paramedical staff of seven hospitals here.",['Kashmir Medical Employees Federation'],2019-07-23,strike
152,"Principal Government College Anantnag, Dr. Showkat Jeelani told a local news agency that Principal Government College Anantnag, Dr. Showkat Jeelani has taken the issue into consideration and measures are in the offing.",['Kashmir Medical Employees Federation'],2019-07-23,strike
152,Ground floor and First floor have been constructed by the Trust the Trust itself which is a private body which is a private body.,['Kashmir Medical Employees Federation'],2019-07-23,strike
152,"“Half of the 2nd floor was constructed by JK housing board, balance 2nd and 3rd floor have been raised by JKPCC,” Director General Manager JKPCC M Hussain Dar told the agency.",['Kashmir Medical Employees Federation'],2019-07-23,strike
152,"Recently, Director General Manager JKPCC M Hussain Dar said, advisor K Vijay Kumar directed health department to seek safety audit of the under construction Rehmat-e-Alam unit from DIQC department till then funds have been put on hold.",['Kashmir Medical Employees Federation'],2019-07-23,strike
152,"“Currently security forces have occupied the under construction Rehmat-e-Alam unit,” Director General Manager JKPCC M Hussain Dar said.",['Kashmir Medical Employees Federation'],2019-07-23,strike
152,"Against cost of RS 12.10 cr, Director General Manager JKPCC M Hussain Dar said only Rs 3.21 stand released up-to-date.",['Kashmir Medical Employees Federation'],2019-07-23,strike
152,People are aghast over the alleged negligence of hospital staff which according to People led to the death of a pregnant woman few days ago,['Kashmir Medical Employees Federation'],2019-07-23,strike
153,"Mogadishu: Seventeen people were killed and more than two dozen wounded when a car bomb exploded in Mogadishu on Monday, the latest deadly attack on Somalia&#8217;s capital claimed by Al-Shabaab militants.",[''],2019-07-22,attack
153,"exploded, reverberated throughout Mogadishu and sent massive plumes of black [&#8230;]",[''],2019-07-22,attack
154,"‘Let us all support war against corruption’ Reacting to Governor’s revelations claiming involvement of few former ministers in corruption and other scams, AIP president, Engineer Shiekh Abdul Rasheed on Monday has said that any step taken with sincerity to eradicate corruption should be welcomed and it is most appropriate to take bigger fishes to task on priority.",[''],2019-07-23,take
155,"Kargil Ladakh tourism festival concludes at Kargil Chairman and Chief Executive Councillor LAHDC Kargil Feroz Ahmed Khan today said that Kargil has immense tourism potential on account of Kargil's glorious folk traditions, multiethnic culture, world famous historical places and scenic beauty and the LAHDC Kargil is making all out efforts to tap immense tourism potential so that tourism sector in Kargil is given further fillip.","['Ladakh', 'LAHDC']",2019-07-23,tap
156,STATE TIMES NEWS REASI/JAMMU: Police on Monday detained a father-son among three and seized 538 bottles of illicit liquor from a father-son among three's possession.,[''],2019-07-23,off
156,"As per the details, Dansal Police on a tip off raided a suspected location and detained a father-son among three for black-marketing of illicit liquor.",[''],2019-07-23,off
156,"During search, 538 bottles of illicit liquor were recovered from [&#8230;]",[''],2019-07-23,off
157,"Srinagar: The NIA on Tuesday carried out searches at seven locations in Pulwama and Srinagar against some businessmen in connection with the cross-LoC trade, which is allegedly used by terror groups to send money for spreading trouble in Jammu and Kashmir, officials said.",['Kashmir'],2019-07-23,terror
157,"Among those raided were Tanveer Wani, president of cross-Line of Control (LoC) [&#8230;]",['Kashmir'],2019-07-23,terror
