article_id,article_date,event,stanford_location,allen_location,stanford_date,heidal_date,best_location,best_date
1152,2019-07-25T11:42:00.000Z,"Roads in the city hub Lal Chowk, Regal Chowk, Jahangir Chowk, Shaheed Gung, MA road and Samandar Bagh, Baba Demb, housing colony Bemina were waterlogged, witnesses said.",['Lal Chowk'],,,[],,
1153,2019-07-25T11:51:00.000Z,The body of a minor boy who had drowned in river Jhelum along with a minor boy who had drowned in river Jhelum along with his brother's brother was fished out on Thursday.,,,2019-07-25,"[('2019-07-25', 'Thursday')]",,
1153,2019-07-25T11:51:00.000Z,Two boys Mohammad Shafi Bajran (15) and Mohammad Kafeel Bajran (8) both sons of Abdul Rashid Bajran of Kalakoot Rajouri drowned in river Jhelum on Wednesday morning.,['Kalakoot Rajouri'],,2019-07-25,"[('2019-07-24', 'Wednesday morning')]",,
1155,2019-07-25T12:38:00.000Z,"A suspected drug peddler was arrested on Thursday after recovery of 11 gm brown sugar from A suspected drug peddler's possession in Gojwara area of the city, police spokesman said.",['Gojwara'],,2019-07-25,"[('2019-07-25', 'Thursday')]",,
1155,2019-07-25T12:38:00.000Z,"A suspected drug peddler, was held at a Gojwara Chowk checkpoint, police spokesman said.",['Gojwara Chowk'],['Gojwara Chowk'],,[],,
1156,2019-07-25T12:39:00.000Z,"A suspected drug peddler was arrested on Thursday after recovery of 11 gm brown sugar from A suspected drug peddler's possession in Gojwara area of the city, police spokesman said.",['Gojwara'],,2019-07-25,"[('2019-07-25', 'Thursday')]",,
1156,2019-07-25T12:39:00.000Z,"A suspected drug peddler, was held at a Gojwara Chowk checkpoint, police spokesman said.",['Gojwara Chowk'],['Gojwara Chowk'],,[],,
1164,2019-07-25T14:26:00.000Z,CPI (M) leader Mohammad Yousuf Tarigami on Thursday said a few hours of downpour has once again exposed the hollow claims of flood preparedness in Kashmir.,['Kashmir'],,2019-07-25,"[('2019-07-25', 'Thursday')]",,
1165,2019-07-25T14:30:00.000Z,Lok Sabha on Thursday took up for consideration the contentious bill to make the practice of instant triple talaq illegal with up to three years in jail for the husband.,,,2019-07-25,"[('2019-07-25', 'Thursday')]",,
1184,2019-07-25T19:06:30.000Z,22nd batch of Hajj pilgrims leaves for Saudi Arabia.,['Hajj'],['Saudi Arabia'],,[],,
1184,2019-07-25T19:06:30.000Z,"Budgam, Jul 25: 22nd batch of Hajj pilgrims left for Saudi Arabia in four flights from Srinagar International Airport Thursday.","['Budgam', 'Hajj', 'International Airport']",['Saudi Arabia'],2019-07-25,"[('2019-07-25', 'Jul 25'), ('2019-07-25', 'Thursday')]",,
1187,2019-07-25T19:09:17.000Z,"Srinagar-Leh highway, Mughal Road closed due to landslides.","['Mughal Road', 'Srinagar - Leh']",['Srinagar'],,[],,
1187,2019-07-25T19:09:17.000Z,"Srinagar, Jul 25: Srinagar-Leh highway was temporarily closed for traffic on Thursday due to landslides at several places triggered by rains.",,,2019-07-25,"[('2019-07-25', 'Jul 25'), ('2019-07-25', 'Thursday')]",,
1188,2019-07-25T19:10:04.000Z,Kashmir Golf Club is now peoples’ Golf Club.,,,2019-07-25,[],,
1192,2019-07-25T19:12:54.000Z,No compromise with special status of Jammu and Kashmir: Sajad Lone.,['Kashmir'],['Jammu and Kashmir'],,[],,
1192,2019-07-25T19:12:54.000Z,"Srinagar, Jul 25: Sajad Lone on Thursday said there will be no compromise with special status of Jammu and KashmirJammu and KashmirKashmir.",,,2019-07-25,"[('2019-07-25', 'Jul 25'), ('2019-07-25', 'Thursday')]",,
1193,2019-07-25T19:13:24.000Z,"Srinagar, Jul 25: Mufti on Thursday said Mufti's will not support the BJP-led government at Centre on the Triple Talaq bill and the RTI (Amendment) bill in the Rajya Sabha.",['Rajya'],,2019-07-25,"[('2019-07-25', 'Jul 25'), ('2019-07-25', 'Thursday')]",,
1204,2019-07-25T20:52:06.000Z,"It is not the functioning of the Collegium, which recommends appointment of judges for higher courts, but lack of adequate infrastructure and huge vacancies of judicial officers in subordinate courts that is a matter of concern for the judiciary, the Supreme Court said Thursday.",,,2019-07-25,"[('2019-07-25', 'Thursday')]",,
1205,2019-07-25T20:56:31.000Z,Also Read | China holds meeting to mediate Afghan-Pakistan conflict,,['China'],,[],,
1206,2019-07-25T20:56:52.000Z,India on Thursday asked Pakistan to grant full consular access to KulbhushanJadhav at the earliest in “full compliance and conformity” with last week’s verdict in KulbhushanJadhav's case by the International Court of Justice.,,"['India', 'Pakistan']",2019-07-25,"[('2019-07-25', 'Thursday')]",,
1207,2019-07-25T20:57:10.000Z,The Union government on Thursday decided to extend the Parliament session till August 7 to complete The Union government's legislative agenda.,,,2019-08-07,"[('2019-07-25', 'Thursday'), ('2019-08-07', 'August 7')]",,
1208,2019-07-25T20:57:48.000Z,WhatsApp Global Head Will Cathcart on Thursday said WhatsApp Global could roll out WhatsApp Global's payments service to users across India later this year.,,['India'],2019-07-25,"[('2019-07-25', 'Thursday')]",,
1209,2019-07-25T20:59:47.000Z,"A delegation of the Indian Newspaper Society on Thursday met Commerce and Industry Minister Piyush Goyal regarding the 10 per cent customs duty imposed on newsprint in the Budget, an official said.",,,2019-07-25,"[('2019-07-25', 'Thursday')]",,
1210,2019-07-25T21:02:48.000Z,Torrential rains since early morning has created havoc in the whole Chenab Valley while National Highway (NH1B) got closed due to landslides at several places.,['Chenab'],,,[],,
1211,2019-07-25T21:05:16.000Z,"Demanding release of withheld wages, scores of causal labourers engaged by Bhaderwah Development Authority (BDA) held a strong protest here on Thursday.",,,2019-07-25,"[('2019-07-25', 'Thursday')]",,
1212,2019-07-25T21:12:13.000Z,"With the arrest of one person, officials of Bhaderwah Forest Division (BDF) on Thursday claimed to have seized 28 kilograms of illegally harvested wild garlic (Allium ursinum) from Bhallessa area of Doda district.",['Bhallessa'],"['Bhallessa', 'Doda']",2019-07-25,"[('2019-07-25', 'Thursday')]",,
1213,2019-07-25T21:12:49.000Z,"While Government Higher Secondary School (GHSS) Panihad in Rajouri district has total 5 rooms, three of total 5 rooms have been declared unsafe, thus a risk to the lives of students studying in the school.","['Rajouri', 'Panihad']",,,[],,
1220,2019-07-25T22:25:57.000Z,"Mughal Road, Doda-Kishtwar highway blocked by landslides",['Mughal Road'],,,[],,
1225,2019-07-26T01:30:00.000Z,Grieve over fire incident of packaging unit at Khonmoh New Kashmir Fruit Association has expressed deep shock over the fire incident on 23 July 2019 at Industrial estate Khonmoh wherein M/s.,['Khonmoh'],,2019-07-23,"[('2019-07-23', '23 July 2019')]",,
1227,2019-07-26T01:30:00.000Z,"2000 bee colonies provided to beneficiaries at 40% subsidy District Development Commissioner (DDC) Kupwara Anshul Garg Thursday inaugurated a Honey Processing Unit at Gulgam, Kupwara which has come up at a cost of Rs 10 Lakh.","['Kupwara', 'Gulgam']","['Gulgam , Kupwara']",2019-07-26,"[('2019-07-25', 'Thursday')]",,
1228,2019-07-26T01:30:00.000Z,Demand modern testing technology for Pashmina Kashmir Chamber of Commerce and Industry (KCCI) has urged the State and the Central Government to come forward for the survival of artisans of Kashmiri handicrafts.,,['Pashmina'],,[],,
1230,2019-07-26T01:30:00.000Z,‘Impose tax on fast food manufacturing companies’ High Court Wednesday directed Gulmarg Development Authority (GDA) to impose tax on fast food manufacturing companies that tend to cause environmental degradation at the tourist spot.,,,2019-07-26,"[('2019-07-24', 'Wednesday')]",,
1231,2019-07-26T01:30:00.000Z,Reviews CA storage facilities for horticulture crops Advisor to Governor Farooq Ahmad Khan today chaired a meeting here to take stock of controlled atmosphere storage facilities being provided to the fruit growers of the valley.,,,2019-07-26,"[('2019-07-26', 'today')]",,
1232,2019-07-26T01:30:00.000Z,"District Administration Budgam is organizing a mega women marathon on 3rd of August 2019 under the banner ""Nai Soch"".",,,2019-08-03,"[('2019-08-03', '3rd of August 2019')]",,
1232,2019-07-26T01:30:00.000Z,"In this regard, District Administration Budgam Dr Syed Sehrish Asgar today chaired a meeting and took stock of preparations for organising a mega women marathon.",,,2019-07-26,"[('2019-07-26', 'today')]",,
1242,2019-07-26T01:30:00.000Z,President JKPM Shah Faesal reviewed the functioning of South Kashmir unit of the party and reconstituted the ground team.,['South Kashmir'],,,[],,
1242,2019-07-26T01:30:00.000Z,Mohammed Ramzan Ex-Secretary Legislative Assembly was appointed as Vice President Parliamentary Affairs and in-charge South Kashmir.,['South Kashmir'],,,[],,
1244,2019-07-26T01:30:00.000Z,Students allege Students were thrashed by troops The students of Central University of Kashmir (CUK) Ganderbal campus Thursday alleged that government forces barged into the boys’ hostel on Wednesday late evening and thrashed several boarders there.,['Ganderbal'],,2019-07-26,"[('2019-07-25', 'Thursday'), ('2019-07-24', 'Wednesday')]",,
1254,2019-07-26T01:30:00.000Z,"Jammu & Kashmir SC, ST & BC Development Corporation Rajouri on Thursday organised an awareness camp here at Shahdara Sharief to educate the locals about the schemes of ST & BC Development Corporation Rajouri.",['Shahdara Sharief'],,2019-07-26,"[('2019-07-25', 'Thursday')]",,
1254,2019-07-26T01:30:00.000Z,"As per an official, an awareness camp was organised in collaboration with NBFDC New Delhi.",['NBFDC'],['New Delhi'],,[],,
1264,2019-07-26T01:30:00.000Z,"RDD issues directive to officials Major chunk of funds, meant for Panchayats across Jammu and Kashmir aren’t reaching the grassroots as the Rural Development Department on Thursday issued directive to officials to ensure smooth utilization of resources.",['Kashmir'],['Jammu'],2019-07-26,"[('2019-07-25', 'Thursday')]",,
1265,2019-07-26T01:30:00.000Z,"On the 25th day of the ongoing Amarnath yatra, 7,021 pilgrims paid obeisance at the cave shrine in south Kashmir Himalays.",['Kashmir Himalays'],,2019-07-26,[],,
1265,2019-07-26T01:30:00.000Z,"Till date 3,08,839 yatris had the darshan at the cave shrine in south Kashmir Himalays.",['Kashmir Himalays'],,,[],,
1272,2019-07-26T01:30:00.000Z,‘Delhi will never agree on third party mediation’ Peoples Conference (PC) chairman Sajad Gani Lone Thursday said that hard measures adopted by Government of India (GoI) can only contain Kashmir problem but cannot resolve Kashmir problem.,['Kashmir'],['Delhi'],2019-07-26,"[('2019-07-25', 'Thursday')]",,
1275,2019-07-26T01:30:00.000Z,Mughal road reopens after landslides cleared A 6-year-old boy drowned after slipped into a nallah (rivulet) amid heavy rains at Harden Sever area of Khurhama in north Kashmir’s Kupwara district on Thursday.,"['Kashmir', 'Kupwara', 'Khurhama']","['Kashmir', 'Khurhama', 'Kupwara']",2019-07-26,"[('2019-07-25', 'Thursday')]",,
1276,2019-07-26T01:30:00.000Z,Landslides disrupt traffic on Sgr-Jmu highway Many parts of Kashmir including summer capital Srinagar received a moderate to heavy rainfall on Thursday breaking a month-long dry spell providing much needed relief to Valleyites.,"['Sgr - Jmu', 'Kashmir', 'Valleyites']",['Srinagar'],2019-07-26,"[('2019-07-25', 'Thursday')]",,
1281,2019-07-26T04:19:31.000Z,"India’s second moon spacecraft Chandrayaan-2 put into earth orbit on July 22, on Friday successfully completed its second earth bound orbit raising maneuver, ISRO said.",,['India'],2019-07-26,"[('2019-07-22', 'July 22'), ('2019-07-26', 'Friday')]",,
1283,2019-07-26T04:46:42.000Z,"President Ram Nath Kovind’s Kargil visit was cancelled on Friday due to inclement weather, officials said.",,['Kargil'],2019-07-26,"[('2019-07-26', 'Friday')]",,
1286,2019-07-26T05:31:04.000Z,"As the nation observes the 20th anniversary of the Kargil war, Prime Minister Narendra Modi on Friday shared pictures of Prime Minister Narendra Modi's visit to the area during the Kargil war and Prime Minister Narendra Modi's interaction with the soldiers.",,,2019-07-26,"[('2019-07-26', 'Friday')]",,
1289,2019-07-26T05:36:51.000Z,Congress general secretary Priyanka Gandhi Vadra on Friday cited a media report to claim that jobs of 10 lakh people in the automobile sector were in danger and asserted that the BJP government’s silence on job losses was “most dangerous”.,,,2019-07-26,"[('2019-07-26', 'Friday')]",,
1290,2019-07-26T05:45:29.000Z,An upbeat Bharatiya Janata Party (BJP) on Friday staked claim to form the new government in Karnataka and urged state Governor Vajubhai Vala to swear-in An upbeat Bharatiya Janata Party (BJP)'s leader B.S.,['Karnataka'],['Karnataka'],2019-07-26,"[('2019-07-26', 'Friday')]",,
1290,2019-07-26T05:45:29.000Z,"Yeddyurappa as the Chief Minister later in Friday, a party official said.",,,2019-07-26,"[('2019-07-26', 'Friday')]",,
1291,2019-07-26T05:49:19.000Z,PM shares pictures of visit to Kargil during war.,,['Kargil'],,[],,
1291,2019-07-26T05:49:19.000Z,"New Delhi: As the nation observes the 20th anniversary of the Kargil war, Prime Minister Narendra Modi on Friday shared pictures of visit to Kargil during war the Kargil war and Prime Minister Narendra Modi's interaction with the soldiers.",,,2019-07-26,"[('2019-07-26', 'Friday')]",,
1293,2019-07-26T05:53:58.000Z,The traffic movement on 434-km Srinagar-Leh highway was yet again suspended on Friday following fresh landslides at few places near Zojila pass.,['Zojila'],,2019-07-26,"[('2019-07-26', 'Friday')]",,
1295,2019-07-26T05:58:38.000Z,"Pak imports over USD 36 million of anti-rabies, anti-venom vaccines from India.",,['India'],,[],,
1295,2019-07-26T05:58:38.000Z,"Islamabad: over USD 36 million of anti-rabies, anti-venom vaccines have been imported by Pak from India due to lack of manufacturing capacity in Pak, according to a media report.",['Pak'],,,[],,
1306,2019-07-26T07:04:14.000Z,"Pakistan can neither fight a full-fledged nor a limited war with India and is waging a proxy war, Defence Minister Rajnath Singh said on Friday.",,,2019-07-26,"[('2019-07-26', 'Friday')]",,
1315,2019-07-26T07:18:56.000Z,"Despite a “resounding defeat” in Kargil, Pakistan does not seem to have learnt Pakistan's lesson as Pakistan continues to indulge in ceasefire violations, Eastern Army Commander Lt General M M Naravane said on Friday.",,,2019-07-26,"[('2019-07-26', 'Friday')]",,
1316,2019-07-26T07:25:01.000Z,"The Delhi High Court on Friday dismissed a plea seeking a direction to the Centre to declare “Vande Mataram” the national anthem, on par with “Jana Gana Mana”, or the national song.",,,2019-07-26,"[('2019-07-26', 'Friday')]",,
1341,2019-07-26T08:38:58.000Z,Army Chief General Bipin Rawat on Friday appealed to Kashmiri youth to shun guns and look after Kashmiri youth's families for a better and peaceful future.,,,2019-07-26,"[('2019-07-26', 'Friday')]",,
1356,2019-07-26T09:27:35.000Z,"The Amarnath yatra from Jammu city to Kashmir was suspended on Friday due to bad weather conditions along the highway to the Valley, officials said.",['Kashmir'],"['Kashmir', 'Jammu city']",2019-07-26,"[('2019-07-26', 'Friday')]",,
1369,2019-07-26T11:36:07.000Z,Jammu and Kashmir Police on Friday claimed to have arrested a father-son duo along with charas in Sopore town of north Kashmir’s Baramulla district.,"['Baramulla', 'Kashmir', 'Sopore']","['Jammu', 'Sopore', 'Baramulla']",2019-07-26,"[('2019-07-26', 'Friday')]",,
1372,2019-07-26T12:03:26.000Z,President Ram Nath Kovind on Friday paid tributes to the fallen soldiers on the 20th anniversary of the Kargil Vijay Diwas by laying a wreath at the war memorial at the Army’s 15 Corps headquarters in Kashmir’s Badami Bagh Cantonment here.,"['Kashmir', 'Cantonment']","['Kashmir', 'Badami Bagh Cantonment']",,"[('2019-07-26', 'Friday')]",,
1373,2019-07-26T12:08:25.000Z,Aya Al-Umari said Aya Al-Umari feels like Aya Al-Umari's brother will be accompanying Aya Al-Umari and will constantly be in Aya Al-Umari's prayers when Aya Al-Umari travels to Mecca next month to take part in the annual Hajj pilgrimage.,['Al - Umari'],['Mecca'],2019-07-26,[],,
1377,2019-07-26T12:36:02.000Z,Mutahida Majlis-e-Ulema (MMU) chairman Mirwaiz Umar Farooq on Friday formed a panel to create awareness about women’s rights and issues across the Kashmir valley.,['Kashmir'],,2019-07-26,"[('2019-07-26', 'Friday')]",,
1386,2019-07-26T13:36:00.000Z,"Uttarakhand Chief Minister Trivendra Singh Rawat has kicked up a row by claiming that cow is the only animal which inhales and exhales oxygen, and has asserted breathing problems can be cured by massaging breathing problems.",,['Uttarakhand'],,[],,
1387,2019-07-26T13:39:00.000Z,"In Bihar, flood situation turned grim in Darbhanga and Sitamarhi districts.",,"['Bihar', 'Darbhanga']",,[],,
1387,2019-07-26T13:39:00.000Z,Surging water of Bagmati and Adhwara group of rivers have entered the urban areas of Darbhanga and Sitamarhi districts.,['Bagmati'],['Darbhanga'],,[],,
1387,2019-07-26T13:39:00.000Z,All blocks of Darbhanga and Sitamarhi districts have been flooded.,,['Darbhanga'],,[],,
1388,2019-07-26T13:46:00.000Z,"Pakistan's ambassador to the United Nations Maleeha Lodhi was on Thursday unanimously elected as one of the four vice presidents of the Economic and Social Council (Ecosoc), the economic arm of the United Nations.",,['Pakistan'],2019-07-26,"[('2019-07-25', 'Thursday')]",,
1389,2019-07-26T13:48:00.000Z,North Korean leader Kim Jong Un has said two missiles fired under North Korean leader Kim Jong Un's supervision were newly designed tactical weapons that sent a “solemn warning” to the South over plans to hold military drills with the United States.,['South'],['the United States'],,[],,
1397,2019-07-26T15:16:00.000Z,Central Reserve Police Force on Friday said Central Reserve Police Force will fit Radio Frequency Identification (RFID) in the vehicles ferrying pilgrims to Amarnath Cave Shrine from Yatri Niwas Base Camp here.,['Yatri Niwas Base Camp'],,2019-07-26,"[('2019-07-26', 'Friday')]",,
1405,2019-07-26T17:15:00.000Z,Aya Al-Umari said Aya Al-Umari feels like Aya Al-Umari's brother will be accompanying Aya Al-Umari and will constantly be in Aya Al-Umari's prayers when Aya Al-Umari travels to Mecca next month to take part in the annual Hajj pilgrimage.,['Al - Umari'],['Mecca'],2019-07-26,[],,
1406,2019-07-26T17:19:00.000Z,"After privatising six airports, the government is set to privatise 20-25 more in the next phase, Airports Authority of India Chairman Guruprasad Mohapatra said on Friday.",,,2019-07-26,"[('2019-07-26', 'Friday')]",,
1414,2019-07-26T18:35:23.000Z,NSO conducts series of workshops in Srinagar.,,['Srinagar'],,[],,
1414,2019-07-26T18:35:23.000Z,Srinagar: NSO conducted a series of workshops throughout the week in Srinagar.,,['Srinagar'],2019-07-26,[],,
1418,2019-07-26T18:36:23.000Z,"Secretary reviews functioning of Floriculture, Parks & Gardens Jammu.",,['Jammu'],,[],,
1418,2019-07-26T18:36:23.000Z,Jammu JULY 26: A review cum introductory meeting was JULY 26 convened by Secretary.,,,2019-07-26,[],,
1419,2019-07-26T18:36:23.000Z,Training prog on Insecticide Act 1968 concludes.,,,1968-01-01,[],,
1419,2019-07-26T18:36:23.000Z,"SRINAGAR, JULY 26: Four days off-campus training programme on Insecticide Act 1968 concluded JULY 26.",,['SRINAGAR'],2019-07-26,[],,
1420,2019-07-26T18:37:34.000Z,DLSA Kulgam carries sanitation cum awareness prog.,['DLSA'],,,[],,
1420,2019-07-26T18:37:34.000Z,"KULGAM, JULY 26: A sanitation-cum awareness programme was today carried out by DLSA Kulgam in collaboration with Municipal Committee at District court complex.",['District'],,2019-07-26,"[('2019-07-26', 'today')]",,
1422,2019-07-26T18:38:44.000Z,DDC Pulwama visits Awantipora.,,['Awantipora'],,[],,
1422,2019-07-26T18:38:44.000Z,"DDC Pulwama, JULY 26: District Development Commissioner (DDC) Pulwama Syed Abid Rashid Shah JULY 26 visited Awantipora and inspected the land and under-construction approach road to AIIMS and IUST Awantipora.",['Awantipora'],,2019-07-26,[],,
1425,2019-07-26T18:39:38.000Z,NIA raids house of prominent businessman at Krankshivan Sopore.,['Krankshivan Sopore'],,,[],,
1425,2019-07-26T18:39:38.000Z,"Sopore, July 26: NIA on Friday raided house of prominent businessman prominent businessman at Krankshivan Sopore.","['Krankshivan Sopore', 'Sopore']",,2019-07-26,"[('2019-07-26', 'July 26'), ('2019-07-26', 'Friday')]",,
1426,2019-07-26T18:40:19.000Z,"Sopore, July 26: Jammu and Kashmir Police on Friday claimed to have arrested Father-son duo along with charas from Sopore.","['Kashmir', 'Sopore']",,2019-07-26,"[('2019-07-26', 'July 26'), ('2019-07-26', 'Friday')]",,
1428,2019-07-26T18:45:00.000Z,"Principal Secretary, Tourism, Navin Kumar Choudhary Friday called for practicing modern marketing strategies to portray tourism potential of the State in the international market.",,,2019-07-26,"[('2019-07-26', 'Friday')]",,
1432,2019-07-26T18:47:05.000Z,J&K Khadi and Village Industries Board (KVIB) Friday held a meeting to review the establishment of clusters under Scheme of Fund for Regeneration of Traditional Industries (SFURTI) in Jammu division.,,['Jammu'],2019-07-26,"[('2019-07-26', 'Friday')]",,
1436,2019-07-26T18:48:41.000Z,"While the supply of sacrificial animals and other goods for upcoming Eid-ul-Adha next month has already begun, the decision of administration to allow the movement of goods carriers through Mughal Road is proving to be a dampener for the forthcoming festive season.",['Mughal Road'],,2019-07-26,[],,
1439,2019-07-26T18:50:23.000Z,"J&K SC, ST and BC Development Corporation Friday organised awareness camps at Pulwama and Anantnag in collaboration with NBCFDC, New Delhi.",['NBCFDC'],"['New Delhi', 'Anantnag', 'Pulwama']",2019-07-26,"[('2019-07-26', 'Friday')]",,
1441,2019-07-26T18:52:05.000Z,"Jammu and Kashmir People’s Movement (JKPM) President, Shah Faesal, Friday expressed concerns over the RTI Amendment Bill, arguing that the RTI Amendment Bill would weaken the Right to Information Act.",['Kashmir'],['Jammu and Kashmir'],2019-07-26,"[('2019-07-26', 'Friday')]",,
1446,2019-07-26T18:55:35.000Z,"People’s Democratic Party (PDP) Friday held a meeting to review the preparations for ensuing foundation day celebrations, here at People’s Democratic Party (PDP) headquarters in Gandhi Nagar.",['Gandhi'],['Gandhi Nagar'],2019-07-26,"[('2019-07-26', 'Friday')]",,
1447,2019-07-26T18:56:28.000Z,"Awami Ittehad Party (AIP) President, Er Rasheed, Friday urged the state government to compensate the farmers whose crops were damaged due to inclement weather in the recent weeks.",,,2019-07-26,"[('2019-07-26', 'Friday')]",,
1448,2019-07-26T18:57:42.000Z,"National Conference leader Omar Abdullah Friday warned the people of Kashmir against boycotting the forthcoming assembly elections in Kashmir, claiming boycotting would benefit the Bharatiya Janata Party (BJP).",['Kashmir'],,2019-07-26,"[('2019-07-26', 'Friday')]",,
1450,2019-07-26T18:59:26.000Z,"Divisional Commissioner, Sanjeev Verma, Friday held a meeting to review the progress on Jammu-Akhnoor National Highway project.",['Jammu - Akhnoor National Highway'],,2019-07-26,"[('2019-07-26', 'Friday')]",,
1451,2019-07-26T19:00:26.000Z,Also Read | DM Kupwara convenes DLSC-CC meet,['Kupwara'],,,[],,
1452,2019-07-26T19:00:29.000Z,"Srinagar, Jul 26: Sgr-Leh highway was again closed for traffic on Friday due to landslides triggered by rain at few places.",,,2019-07-26,"[('2019-07-26', 'Jul 26'), ('2019-07-26', 'Friday')]",,
1458,2019-07-26T19:02:10.000Z,"5,745 pilgrims pay obeisance at Amarnath cave.",['Amarnath'],,,[],,
1458,2019-07-26T19:02:10.000Z,"Srinagar, Jul 26: On the 26th day of the ongoing Amarnath Yatra, 5,745 pilgrims paid obeisance at the cave shrine in south Kashmir Himalayas Friday, officials said.",['Kashmir Himalayas'],,2019-07-26,"[('2019-07-26', 'Jul 26'), ('2019-07-26', 'Friday')]",,
1460,2019-07-26T19:03:58.000Z,23rd batch of Hajj pilgrims leaves for Saudi Arabia.,['Hajj'],['Saudi Arabia'],,[],,
1460,2019-07-26T19:03:58.000Z,"Srinagar, Jul 26: The twenty-third batch of pilgrims consisting of 608 Hujaj Kiram, including 340 male and 268 female pilgrims left for Saudi Arabia Friday in four flights from Srinagar International Airport, officials said.",['International Airport'],,2019-07-26,"[('2019-07-26', 'Jul 26'), ('2019-07-26', 'Friday')]",,
1463,2019-07-26T19:06:00.000Z,"China on Friday said India and Pakistan should peacefully settle the Kashmir issue and other disputes through dialogue and expressed China's support to the international community, including the US, in playing a ""constructive role"" to improve the Indo-Pak ties.",['Kashmir'],"['China', 'India', 'Pakistan', 'US']",2019-07-26,"[('2019-07-26', 'Friday')]",,
1465,2019-07-26T19:07:02.000Z,"Srinagar, Jul 26: National Conference vice-president Omar Abdullah Friday warned the people of Kashmir against boycotting assembly electionsKashmir, saying boycotting would benefit BJP.",['Kashmir'],,2019-07-26,"[('2019-07-26', 'Jul 26'), ('2019-07-26', 'Friday')]",,
1468,2019-07-26T19:09:23.000Z,Amarnath Yatra suspended from Jammu due to bad weather.,,['Jammu'],,[],,
1468,2019-07-26T19:09:23.000Z,"Jammu, Jul 26: The Amarnath Yatra from Jammu to Kashmir was suspended on Friday due to bad weather conditions along the highway to the Valley, officials said.","['Kashmir', 'Amarnath Yatra']",,2019-07-26,"[('2019-07-26', 'Jul 26'), ('2019-07-26', 'Friday')]",,
1469,2019-07-26T19:09:42.000Z,"Cherhaar village in Zaingeer belt of Sopore, barely 17 kms away from main town, is yet to get drinking water facility with locals being forced to consume contaminated water of local canal.","['Zaingeer', 'Sopore', 'Cherhaar']",['Sopore'],,[],,
1470,2019-07-26T19:10:51.000Z,"Srinagar, Jul 26: Army chief appealed to Kashmiri youth to shun guns and come back to the mainstream for a peaceful future.",,,2019-07-26,"[('2019-07-26', 'Jul 26')]",,
1472,2019-07-26T19:11:37.000Z,"China on Friday said India and Pakistan should peacefully settle the Kashmir issue and other disputes through dialogue and expressed China's support to the international community, including the US, in playing a “constructive role” to improve the Indo-Pak ties.",['Kashmir'],"['China', 'India', 'Pakistan', 'US']",2019-07-26,"[('2019-07-26', 'Friday')]",,
1475,2019-07-26T19:13:02.000Z,"Muhammad Yasin Bhat, alleged prime conspirator of the 2002 Akshardham Temple attack here, was arrested by the Gujarat Anti-Terrorist Squad from Anantnag in south Kashmir on Friday, an official said.",['Kashmir'],"['Kashmir', 'Anantnag']",2019-07-26,"[('2019-07-26', 'Friday')]",,
1476,2019-07-26T19:13:16.000Z,Pak cannot fight full-fledged war with India: Rajnath Singh.,,"['Pak', 'India']",,[],,
1476,2019-07-26T19:13:16.000Z,"New Delhi, Jul 26: Pak can neither fight a full-fledged nor a limited war with India and is waging a proxy war, Rajnath Singh said on Friday.",,,2019-07-26,"[('2019-07-26', 'Jul 26'), ('2019-07-26', 'Friday')]",,
1477,2019-07-26T19:14:10.000Z,Prez Kovind pays tributes to soldiers on Kargil Vijay Diwas.,,['Kargil'],,[],,
1515,2019-07-26T19:47:37.000Z,Also Read | JeI ban | Tribunal to hold sittings at Jammu on July 13,,['Jammu'],2019-07-13,"[('2019-07-13', 'July 13')]",,
1516,2019-07-26T19:58:59.000Z,"President Ram Nath Kovind on Friday paid floral tributes to soldiers who laid soldiers who laid their lives during 1999-Kargil war's lives during 1999-Kargil war, at Army headquarters here.",,,2019-07-26,"[('2019-07-26', 'Friday')]",,
1517,2019-07-26T19:59:09.000Z,"Prime Minister Narendra Modi on Friday paid tributes to soldiers who fought in the 1999 Kargil war, as the nation observed 20th anniversary of the 1999 Kargil war.",,,,"[('2019-07-26', 'Friday')]",,
1518,2019-07-26T20:00:04.000Z,Defence Minister Rajnath Singh on Friday said that Pakistan can neither fight a full-fledged nor a limited war with India.,,"['India', 'Pakistan']",2019-07-26,"[('2019-07-26', 'Friday')]",,
1523,2019-07-26T20:02:17.000Z,The High Court on Friday asked the Union Home Ministry and J&K Government to respond within four weeks to a plea seeking the The High Court monitored probe by CBI into custodial death of a teacher from Awantipora area of Pulwama district in March this year.,['Awantipora'],['Pulwama'],2019-07-26,"[('2019-07-26', 'Friday')]",,
1527,2019-07-26T20:05:14.000Z,The last ones issued in 2015 expired in June 2018,,,2018-06-01,[],,
1529,2019-07-26T20:06:20.000Z,Army Chief General Bipin Rawat Friday asked Kashmir youth who have picked up guns to shun the path of militancy and return to Kashmir youth who have picked up guns's families for better future.,['Kashmir'],,2019-07-26,"[('2019-07-26', 'Friday')]",,
1544,2019-07-26T20:12:50.000Z,"Def minister, chiefs of armed forces pay tributes to India’s heroes",,['India'],,[],,
1545,2019-07-26T20:13:05.000Z,IT Minister Ravi Shankar Prasad on Friday said the government will insist on WhatsApp developing a mechanism to trace origin of messages in cases where WhatsApp is misused by “terrorists and rogue elements.”,,,2019-07-26,"[('2019-07-26', 'Friday')]",,
